Файл	Сущность	Оффсет	Тип сущности	Окно±25
./___Corpus/Medline/xml/PMC4600408.xml	MAPK	50259 : 50263	CM	CF subgroup activated by MAPK and BRAF signaling.     
./___Corpus/Medline/xml/PMC4600408.xml	BRAF	50268 : 50272	CM	up activated by MAPK and BRAF signaling.              
./___Corpus/Medline/xml/PMC4600408.xml	hTERT	50328 : 50333	CM	                   Other hTERT activation pathways that
./___Corpus/Medline/xml/PMC4600408.xml	CDK2	50441 : 50445	CM	lude those influenced by CDK2 and CDK4 [226] and AKT [
./___Corpus/Medline/xml/PMC4600408.xml	CDK4	50450 : 50454	CM	e influenced by CDK2 and CDK4 [226] and AKT [227], whe
./___Corpus/Medline/xml/PMC4600408.xml	AKT	50465 : 50468	CM	 CDK2 and CDK4 [226] and AKT [227], whereas deregulat
./___Corpus/Medline/xml/PMC4600408.xml	TGFβ	50544 : 50548	CM	lude those influenced by TGFβ [228], TNFα [229], and o
./___Corpus/Medline/xml/PMC4600408.xml	hTERT	50650 : 50655	CM	ental pathways can cause hTERT expression. For example,
./___Corpus/Medline/xml/PMC4600408.xml	hTERT	50685 : 50690	CM	ession. For example, the hTERT gene has been found to b
./___Corpus/Medline/xml/PMC4600408.xml	Wnt	50740 : 50743	CM	e a direct target of the Wnt signaling [231], [232], 
./___Corpus/Medline/xml/PMC4600408.xml	Wnt	50779 : 50782	CM	[231], [232], [233]. The Wnt signaling pathway is kno
./___Corpus/Medline/xml/PMC4600408.xml	Wnt	50883 : 50886	CM	cell renewal. Binding of Wnt ligand to its receptor F
./___Corpus/Medline/xml/PMC4600408.xml	GSK3β	50929 : 50934	CM	eptor Frizzled activates GSK3β kinase, which blocks ubi
./___Corpus/Medline/xml/PMC4600408.xml	ubiquitin	50956 : 50965	CM	K3β kinase, which blocks ubiquitin-dependent degradation of
./___Corpus/Medline/xml/PMC4600408.xml	β-catenin	50991 : 51000	CM	dependent degradation of β-catenin. Stabilized β-catenin en
./___Corpus/Medline/xml/PMC4600408.xml	β-catenin	51013 : 51022	CM	of β-catenin. Stabilized β-catenin enters the nucleus, form
./___Corpus/Medline/xml/PMC4600408.xml	LEF	51064 : 51067	CM	us, forms a complex with LEF/TCF, and activates a set
./___Corpus/Medline/xml/PMC4600408.xml	TCF	51068 : 51071	CM	forms a complex with LEF/TCF, and activates a set of 
./___Corpus/Medline/xml/PMC4600408.xml	c-Myc	51119 : 51124	CM	f target genes including c-Myc. Myc protein binds to an
./___Corpus/Medline/xml/PMC4600408.xml	E-	51150 : 51152	CPR	 Myc protein binds to an E-box element in the hTERT 
./___Corpus/Medline/xml/PMC4600408.xml	hTERT	51171 : 51176	CM	 an E-box element in the hTERT core promoter and activa
./___Corpus/Medline/xml/PMC4600408.xml	hTERT	51205 : 51210	CM	e promoter and activates hTERT transcription. In additi
./___Corpus/Medline/xml/PMC4600408.xml	β-catenin	51239 : 51248	CM	nscription. In addition, β-catenin can also form a complex 
./___Corpus/Medline/xml/PMC4600408.xml	hTERT	51320 : 51325	CM	tor Klf4 and bind to the hTERT promoter directly [231].
./___Corpus/Medline/xml/PMC4600408.xml	kinome	51407 : 51413	CM	       Recently, a whole kinome siRNA screen in ovarian 
./___Corpus/Medline/xml/PMC4600408.xml	hTERT	51473 : 51478	CM	ls for regulators of the hTERT promoter revealed at lea
./___Corpus/Medline/xml/PMC4600408.xml	hTERT	51558 : 51563	CM	 in pathways upstream of hTERT regulatory transcription
./___Corpus/Medline/xml/PMC4600408.xml	hTERT	51721 : 51726	CM	nd realistic to consider hTERT regulation in a systems 
./___Corpus/Medline/xml/PMC4600408.xml	c-Myc	51901 : 51906	CM	tors. For example, while c-Myc has been shown to activa
./___Corpus/Medline/xml/PMC4600408.xml	hTERT	51934 : 51939	CM	s been shown to activate hTERT transcription in cancer 
./___Corpus/Medline/xml/PMC4600408.xml	c-Myc	52026 : 52031	CM	derate overexpression of c-Myc by itself is not suffici
./___Corpus/Medline/xml/PMC4600408.xml	hTERT	52089 : 52094	CM	activation of endogenous hTERT genes in normal human ma
./___Corpus/Medline/xml/PMC4600408.xml	hTERT	52305 : 52310	CM	actors bind the extended hTERT promoter region, co-oper
./___Corpus/Medline/xml/PMC4600408.xml	lead	52726 : 52730	CM	ell understood, it could lead to precise therapeutic a
./___Corpus/Medline/xml/PMC4600408.xml	ALT	53989 : 53992	CM	engthening of telomeres (ALT) mechanism exists for te
./___Corpus/Medline/xml/PMC4600408.xml	ALT	54153 : 54156	CM	ome studies suggest that ALT cells are not as biologi
./___Corpus/Medline/xml/PMC4600408.xml	phosphorylation	55358 : 55373	RN	e nuclear translocation, phosphorylation, folding and turnover of
./___Corpus/Medline/xml/PMC4600408.xml	lead	55426 : 55430	CM	dividual components that lead to and regulate the rate
./___Corpus/Medline/xml/PMC4600408.xml	hTERT	55703 : 55708	CM	 negative mutant form of hTERT (DN-hTERT) in tumor-deri
./___Corpus/Medline/xml/PMC4600408.xml	DN-hTERT	55710 : 55718	CM	ve mutant form of hTERT (DN-hTERT) in tumor-derived cell l
./___Corpus/Medline/xml/PMC4600408.xml	DN-hTERT	55996 : 56004	CM	rated that expression of DN-hTERT inhibited anchorage inde
./___Corpus/Medline/xml/PMC4600408.xml	DN-hTERT	56162 : 56170	CM	he inhibitory effects of DN-hTERT were also experimentally
./___Corpus/Medline/xml/PMC4600408.xml	AML	56223 : 56226	CM	monstrated using primary AML cells in vitro and in vi
./___Corpus/Medline/xml/PMC4600408.xml	vitro	56236 : 56241	CM	ing primary AML cells in vitro and in vivo using a muri
./___Corpus/Medline/xml/PMC4600408.xml	murine	56262 : 56268	CM	itro and in vivo using a murine model [248].            
./___Corpus/Medline/xml/PMC4600408.xml	hTR	56464 : 56467	CM	 acids (PNA) that target hTR, provided proof-of-princ
./___Corpus/Medline/xml/PMC4600408.xml	2′-O-MeRNA	56695 : 56705	CM	 human tumor cell lines, 2′-O-MeRNA, phosphoramidate and PNA
./___Corpus/Medline/xml/PMC4600408.xml	phosphoramidate	56707 : 56722	CM	 cell lines, 2′-O-MeRNA, phosphoramidate and PNA oligomers induce
./___Corpus/Medline/xml/PMC4600408.xml	PNA	56727 : 56730	CM	RNA, phosphoramidate and PNA oligomers induced telome
./___Corpus/Medline/xml/PMC4600408.xml	thio-phosphoroamidate	56892 : 56913	CM	In particular, a N3′–P5′ thio-phosphoroamidate oligonucleotide targeted
./___Corpus/Medline/xml/PMC4600408.xml	hTR	56971 : 56974	CM	template region of human hTR (GRN163) was shown to ha
./___Corpus/Medline/xml/PMC4600408.xml	GRN163	56976 : 56982	CM	ate region of human hTR (GRN163) was shown to have effic
./___Corpus/Medline/xml/PMC4600408.xml	lipid	57363 : 57368	CM	elomeres [257], [258]. A lipid conjugated form of GRN16
./___Corpus/Medline/xml/PMC4600408.xml	GRN163	57388 : 57394	CM	lipid conjugated form of GRN163, referred to as GRN163L 
./___Corpus/Medline/xml/PMC4600408.xml	GRN163L	57411 : 57418	CM	f GRN163, referred to as GRN163L or imetelstat, exhibited
./___Corpus/Medline/xml/PMC4600408.xml	G1	57746 : 57748	CM	ells (MSCs) to arrest in G1 phase of the cell cycle,
./___Corpus/Medline/xml/PMC4600408.xml	hTR	58306 : 58309	CM	g the template region of hTR as an effective approach
./___Corpus/Medline/xml/PMC4600408.xml	CNS	59347 : 59350	CM	logic disease, childhood CNS malignancies and the app
./___Corpus/Medline/xml/PMC4600408.xml	platinum	59767 : 59775	CM	enance therapy following platinum chemotherapy in patients
./___Corpus/Medline/xml/PMC4600408.xml	hTR	60549 : 60552	CM	le imetelstat, targeting hTR, was the first telomeras
./___Corpus/Medline/xml/PMC4600408.xml	hTERT	60666 : 60671	CM	igonucleotides targeting hTERT mRNA have also been show
./___Corpus/Medline/xml/PMC4600408.xml	mRNA	60672 : 60676	CM	leotides targeting hTERT mRNA have also been shown to 
./___Corpus/Medline/xml/PMC4600408.xml	hTERT	60871 : 60876	CM	rative defect induced by hTERT inhibition was immediate
./___Corpus/Medline/xml/PMC4600408.xml	hTERT	61027 : 61032	CM	cleotide directed toward hTERT mRNA was also shown to s
./___Corpus/Medline/xml/PMC4600408.xml	mRNA	61033 : 61037	CM	de directed toward hTERT mRNA was also shown to sensit
./___Corpus/Medline/xml/PMC4600408.xml	AML	61124 : 61127	CM	ultures established from AML and CML patients to the 
./___Corpus/Medline/xml/PMC4600408.xml	CML	61132 : 61135	CM	established from AML and CML patients to the drug cis
./___Corpus/Medline/xml/PMC4600408.xml	cis-diamminedichloroplatinum	61157 : 61185	CM	CML patients to the drug cis-diamminedichloroplatinum. Ribozymes and small int
./___Corpus/Medline/xml/PMC4600408.xml	RNAs	61219 : 61223	CM	es and small interfering RNAs (siRNAs) targeting hTERT
./___Corpus/Medline/xml/PMC4600408.xml	hTERT	61243 : 61248	CM	 RNAs (siRNAs) targeting hTERT have also been employed 
./___Corpus/Medline/xml/PMC4600408.xml	anti-	61419 : 61424	CPR	[274], [275]. The potent anti-proliferative effects tha
./___Corpus/Medline/xml/PMC4600408.xml	hTERT	61501 : 61506	CM	 tumor cells depleted of hTERT are consistent with a bo
./___Corpus/Medline/xml/PMC4600408.xml	hTERT	61601 : 61606	CM	independent functions of hTERT and gene expression chan
./___Corpus/Medline/xml/PMC4600408.xml	hTERT	61660 : 61665	CM	induced by repression of hTERT [276], [277], [278], [27
./___Corpus/Medline/xml/PMC4600408.xml	hTERT	61802 : 61807	CM	therapeutic targeting of hTERT, although the translatio
./___Corpus/Medline/xml/PMC4600408.xml	catechin	62219 : 62227	CM	the structure of the tea catechin, epigallocatechin-3-gall
./___Corpus/Medline/xml/PMC4600408.xml	epigallocatechin-3-gallate	62229 : 62255	CM	ure of the tea catechin, epigallocatechin-3-gallate (EGCG; see Section 8.4),
./___Corpus/Medline/xml/PMC4600408.xml	EGCG	62257 : 62261	CM	gallocatechin-3-gallate (EGCG; see Section 8.4), which
./___Corpus/Medline/xml/PMC4600408.xml	2-[3-(trifluoromethyl)phenyl]isothiazolin-3-one	62498 : 62545	CM	ical classes and include 2-[3-(trifluoromethyl)phenyl]isothiazolin-3-one (TMPI), Rhodacyanine (FJ
./___Corpus/Medline/xml/PMC4600408.xml	TMPI	62547 : 62551	CM	enyl]isothiazolin-3-one (TMPI), Rhodacyanine (FJ5002),
./___Corpus/Medline/xml/PMC4600408.xml	Rhodacyanine	62554 : 62566	CM	othiazolin-3-one (TMPI), Rhodacyanine (FJ5002), N-[3-[(2,3-dih
./___Corpus/Medline/xml/PMC4600408.xml	FJ5002	62568 : 62574	CM	ne (TMPI), Rhodacyanine (FJ5002), N-[3-[(2,3-dihydroxybe
./___Corpus/Medline/xml/PMC4600408.xml	N-[3-[(2,3-dihydroxybenzoyl)amino]phenyl]-2,3-dihydroxybenzamide	62577 : 62641	CM	, Rhodacyanine (FJ5002), N-[3-[(2,3-dihydroxybenzoyl)amino]phenyl]-2,3-dihydroxybenzamide (MST-312) and (E)-2-(3-(
./___Corpus/Medline/xml/PMC4600408.xml	MST-312	62643 : 62650	CM	-2,3-dihydroxybenzamide (MST-312) and (E)-2-(3-(naphthale
./___Corpus/Medline/xml/PMC4600408.xml	(E)-2-(3-(naphthalene-2-yl)but-2enamido)benzoic acid	62656 : 62708	CM	ybenzamide (MST-312) and (E)-2-(3-(naphthalene-2-yl)but-2enamido)benzoic acid (BIBR1532). BIBR1532 is 
./___Corpus/Medline/xml/PMC4600408.xml	BIBR1532	62710 : 62718	CM	t-2enamido)benzoic acid (BIBR1532). BIBR1532 is one of the
./___Corpus/Medline/xml/PMC4600408.xml	BIBR1532	62721 : 62729	CM	benzoic acid (BIBR1532). BIBR1532 is one of the more exten
./___Corpus/Medline/xml/PMC4600408.xml	vitro	62866 : 62871	CM	n of tumor cell lines in vitro and limit tumor formatio
./___Corpus/Medline/xml/PMC4600408.xml	BIBR1532	62971 : 62979	CM	w concentration (10 μm), BIBR1532 had no effect on short-t
./___Corpus/Medline/xml/PMC4600408.xml	50–	63066 : 63069	CPR	s higher concentrations (50–80 μm) were acutely cytot
./___Corpus/Medline/xml/PMC4600408.xml	BIBR1532	63222 : 63230	CM	igh concentration of the BIBR1532. The cytotoxic effects o
./___Corpus/Medline/xml/PMC4600408.xml	BIBR1532	63257 : 63265	CM	The cytotoxic effects of BIBR1532 were attributed to telom
./___Corpus/Medline/xml/PMC4600408.xml	mTOR	63829 : 63833	CM	protein synthesis [290]. mTOR – a serine/threonine kin
./___Corpus/Medline/xml/PMC4600408.xml	serine	63838 : 63844	CM	ynthesis [290]. mTOR – a serine/threonine kinase – is fr
./___Corpus/Medline/xml/PMC4600408.xml	threonine	63845 : 63854	CM	s [290]. mTOR – a serine/threonine kinase – is frequently d
./___Corpus/Medline/xml/PMC4600408.xml	mTOR	63937 : 63941	CM	. An association between mTOR and telomerase activity 
./___Corpus/Medline/xml/PMC4600408.xml	mTOR	64004 : 64008	CM	n using the prototypical mTOR inhibitor rapamycin that
./___Corpus/Medline/xml/PMC4600408.xml	rapamycin	64019 : 64028	CM	totypical mTOR inhibitor rapamycin that, in addition to its
./___Corpus/Medline/xml/PMC4600408.xml	rapamycin	64204 : 64213	CM	t in a similar manner to rapamycin with respect to telomera
./___Corpus/Medline/xml/PMC4600408.xml	GV1001	64861 : 64867	CM	 1). Indeed one product, GV1001, has progressed to phase
./___Corpus/Medline/xml/PMC4600408.xml	gemcitabine	64960 : 64971	CM	used in combination with gemcitabine for the treatment of pan
./___Corpus/Medline/xml/PMC4600408.xml	clonogenic	65224 : 65234	CM	tion in the frequency of clonogenic progenitor cells or NOD/
./___Corpus/Medline/xml/PMC4600408.xml	NOD	65255 : 65258	CM	enic progenitor cells or NOD/SCID repopulating cells 
./___Corpus/Medline/xml/PMC4600408.xml	SCID	65259 : 65263	CM	 progenitor cells or NOD/SCID repopulating cells withi
./___Corpus/Medline/xml/PMC4600408.xml	Telomerase	65542 : 65552	CM	].                  8.4. Telomerase-directed gene therapy   
./___Corpus/Medline/xml/PMC4600408.xml	hTERT	66046 : 66051	CM	erent, the promoters for hTERT and hTR are attractive c
./___Corpus/Medline/xml/PMC4600408.xml	hTR	66056 : 66059	CM	 promoters for hTERT and hTR are attractive candidate
./___Corpus/Medline/xml/PMC4600408.xml	vitro	66687 : 66692	CM	 targeted effectively in vitro. Critically, almost all 
./___Corpus/Medline/xml/PMC4600408.xml	hTR	67244 : 67247	CM	f systemically delivered hTR and hTERT-specific trans
./___Corpus/Medline/xml/PMC4600408.xml	hTERT	67252 : 67257	CM	ically delivered hTR and hTERT-specific transgene expre
./___Corpus/Medline/xml/PMC4600408.xml	transgene	67267 : 67276	CM	d hTR and hTERT-specific transgene expression has been inve
./___Corpus/Medline/xml/PMC4600408.xml	RNA	68277 : 68280	CM	f the telomerase protein–RNA complex or posttranslati
./___Corpus/Medline/xml/PMC4600408.xml	berberine	68441 : 68450	CM	omerase was the compound berberine, leading to identificati
./___Corpus/Medline/xml/PMC4600408.xml	anti-	68497 : 68502	CPR	ation of the more potent anti-telomerase analogue FJ500
./___Corpus/Medline/xml/PMC4600408.xml	FJ5002	68522 : 68528	CM	anti-telomerase analogue FJ5002 [282], though this was n
./___Corpus/Medline/xml/PMC4600408.xml	isoprenoids	69309 : 69320	CM	t telomerase include (a) isoprenoids – such as perillyl alcoh
./___Corpus/Medline/xml/PMC4600408.xml	perillyl alcohol	69331 : 69347	CM	a) isoprenoids – such as perillyl alcohol, genistein, and fisetin,
./___Corpus/Medline/xml/PMC4600408.xml	genistein	69349 : 69358	CM	uch as perillyl alcohol, genistein, and fisetin, (b) polyph
./___Corpus/Medline/xml/PMC4600408.xml	fisetin	69364 : 69371	CM	 alcohol, genistein, and fisetin, (b) polyphenols – such 
./___Corpus/Medline/xml/PMC4600408.xml	polyphenols	69377 : 69388	CM	istein, and fisetin, (b) polyphenols – such as curcumin, resv
./___Corpus/Medline/xml/PMC4600408.xml	curcumin	69399 : 69407	CM	b) polyphenols – such as curcumin, resveratrol, and EGCG, 
./___Corpus/Medline/xml/PMC4600408.xml	resveratrol	69409 : 69420	CM	nols – such as curcumin, resveratrol, and EGCG, (c) indole-3-
./___Corpus/Medline/xml/PMC4600408.xml	EGCG	69426 : 69430	CM	rcumin, resveratrol, and EGCG, (c) indole-3-carbinol, 
./___Corpus/Medline/xml/PMC4600408.xml	indole-3-carbinol	69436 : 69453	CM	sveratrol, and EGCG, (c) indole-3-carbinol, and (d) sulforaphane (T
./___Corpus/Medline/xml/PMC4600408.xml	sulforaphane	69463 : 69475	CM	dole-3-carbinol, and (d) sulforaphane (Table 1).              
./___Corpus/Medline/xml/PMC4600408.xml	isoprenoids	69535 : 69546	CM	               Among the isoprenoids, perillyl alcohol, a sma
./___Corpus/Medline/xml/PMC4600408.xml	perillyl alcohol	69548 : 69564	CM	  Among the isoprenoids, perillyl alcohol, a small, lipophilic pro
./___Corpus/Medline/xml/PMC4600408.xml	lipophilic	69575 : 69585	CM	rillyl alcohol, a small, lipophilic product of the plant mev
./___Corpus/Medline/xml/PMC4600408.xml	mevalonate	69607 : 69617	CM	lic product of the plant mevalonate biosynthetic pathway [30
./___Corpus/Medline/xml/PMC4600408.xml	Perillyl alcohol	69771 : 69787	CM	0], [311], [312], [313]. Perillyl alcohol acts on protein translat
./___Corpus/Medline/xml/PMC4600408.xml	mTOR	69838 : 69842	CM	on through modulation of mTOR signaling in cultured pr
./___Corpus/Medline/xml/PMC4600408.xml	perillyl alcohol	69955 : 69971	CM	 [310]. Mechanistically, perillyl alcohol has been shown to disrup
./___Corpus/Medline/xml/PMC4600408.xml	mTOR	70024 : 70028	CM	omplex formation between mTOR and hTERT, causing p70 S
./___Corpus/Medline/xml/PMC4600408.xml	hTERT	70033 : 70038	CM	rmation between mTOR and hTERT, causing p70 S6 kinase (
./___Corpus/Medline/xml/PMC4600408.xml	S6K	70063 : 70066	CM	, causing p70 S6 kinase (S6K), heat shock protein 90 
./___Corpus/Medline/xml/PMC4600408.xml	hTERT	70104 : 70109	CM	 protein 90 (Hsp90), and hTERT to dissociate from the r
./___Corpus/Medline/xml/PMC4600408.xml	mTOR	70166 : 70170	CM	ry-associated protein of mTOR (RAPTOR) [293], [294].  
./___Corpus/Medline/xml/PMC4600408.xml	isoprenoid	70252 : 70262	CM	     Genistein – another isoprenoid found in soy and fava be
./___Corpus/Medline/xml/PMC4600408.xml	4E-BP1	70373 : 70379	CM	e activity and attenuate 4E-BP1 phosphorylation, an indi
./___Corpus/Medline/xml/PMC4600408.xml	phosphorylation	70380 : 70395	RN	ity and attenuate 4E-BP1 phosphorylation, an indicator of mTOR si
./___Corpus/Medline/xml/PMC4600408.xml	mTOR	70413 : 70417	CM	ylation, an indicator of mTOR signaling [314], [315], 
./___Corpus/Medline/xml/PMC4600408.xml	hTERT	70474 : 70479	CM	Genistein down-regulates hTERT levels by the inhibiting
./___Corpus/Medline/xml/PMC4600408.xml	hTERT	70505 : 70510	CM	levels by the inhibiting hTERT gene promoter activity i
./___Corpus/Medline/xml/PMC4600408.xml	genistein	70612 : 70621	CM	 showed that exposure to genistein inhibited expression of 
./___Corpus/Medline/xml/PMC4600408.xml	c-Myc	70650 : 70655	CM	ibited expression of the c-Myc, possibly attenuating it
./___Corpus/Medline/xml/PMC4600408.xml	hTERT	70716 : 70721	CM	tional activation of the hTERT promoter; however, the i
./___Corpus/Medline/xml/PMC4600408.xml	genistein	70767 : 70776	CM	he inhibitory effects of genistein on hTERT promoter activi
./___Corpus/Medline/xml/PMC4600408.xml	hTERT	70780 : 70785	CM	 effects of genistein on hTERT promoter activity likely
./___Corpus/Medline/xml/PMC4600408.xml	c-Myc	70872 : 70877	CM	e factors in addition to c-Myc. One contrasting study s
./___Corpus/Medline/xml/PMC4600408.xml	genistein	70913 : 70922	CM	asting study showed that genistein stimulated hTERT express
./___Corpus/Medline/xml/PMC4600408.xml	hTERT	70934 : 70939	CM	hat genistein stimulated hTERT expression in reproducti
./___Corpus/Medline/xml/PMC4600408.xml	STAT3	70993 : 70998	CM	ancer cells by enhancing STAT3 activity [317], however,
./___Corpus/Medline/xml/PMC4600408.xml	genistein	71149 : 71158	CM	al inhibitory effects of genistein, treatment of lung cance
./___Corpus/Medline/xml/PMC4600408.xml	ethyl acetate	71200 : 71213	CM	ng cancer cells with the ethyl acetate fraction of ginger extra
./___Corpus/Medline/xml/PMC4600408.xml	hTERT	71270 : 71275	CM	currently down regulated hTERT and c-Myc expression, wh
./___Corpus/Medline/xml/PMC4600408.xml	c-Myc	71280 : 71285	CM	down regulated hTERT and c-Myc expression, which result
./___Corpus/Medline/xml/PMC4600408.xml	phosphorylation	71519 : 71534	RN	ion of the Akt dependent phosphorylation of hTERT and thereby inh
./___Corpus/Medline/xml/PMC4600408.xml	hTERT	71538 : 71543	CM	ndent phosphorylation of hTERT and thereby inhibited hT
./___Corpus/Medline/xml/PMC4600408.xml	hTERT	71566 : 71571	CM	RT and thereby inhibited hTERT translocation into the n
./___Corpus/Medline/xml/PMC4600408.xml	fisetin	71654 : 71661	CM	y similar phytochemical, fisetin, decreases phosphorylati
./___Corpus/Medline/xml/PMC4600408.xml	phosphorylation	71673 : 71688	RN	ical, fisetin, decreases phosphorylation of multiple proteins wit
./___Corpus/Medline/xml/PMC4600408.xml	mTOR	71729 : 71733	CM	teins within the Akt and mTOR pathway, including PI3K,
./___Corpus/Medline/xml/PMC4600408.xml	PI3K	71753 : 71757	CM	 mTOR pathway, including PI3K, mTOR, S6K and 4E-BP1 [3
./___Corpus/Medline/xml/PMC4600408.xml	mTOR	71759 : 71763	CM	pathway, including PI3K, mTOR, S6K and 4E-BP1 [319], [
./___Corpus/Medline/xml/PMC4600408.xml	S6K	71765 : 71768	CM	y, including PI3K, mTOR, S6K and 4E-BP1 [319], [320].
./___Corpus/Medline/xml/PMC4600408.xml	4E-BP1	71773 : 71779	CM	ding PI3K, mTOR, S6K and 4E-BP1 [319], [320]. Furthermor
./___Corpus/Medline/xml/PMC4600408.xml	fisetin	71807 : 71814	CM	19], [320]. Furthermore, fisetin has shown antitumor effi
./___Corpus/Medline/xml/PMC4600408.xml	polyphenolic	71928 : 71940	CM	                   Among polyphenolic compounds, curcumin – a 
./___Corpus/Medline/xml/PMC4600408.xml	curcumin	71952 : 71960	CM	 polyphenolic compounds, curcumin – a component of the spi
./___Corpus/Medline/xml/PMC4600408.xml	mTOR	72177 : 72181	CM	is phytochemical reduces mTOR signaling by inhibiting 
./___Corpus/Medline/xml/PMC4600408.xml	phosphorylation	72206 : 72221	RN	 signaling by inhibiting phosphorylation of S6K and 4E-BP1, and d
./___Corpus/Medline/xml/PMC4600408.xml	S6K	72225 : 72228	CM	iting phosphorylation of S6K and 4E-BP1, and disrupts
./___Corpus/Medline/xml/PMC4600408.xml	4E-BP1	72233 : 72239	CM	osphorylation of S6K and 4E-BP1, and disrupts the mTOR–R
./___Corpus/Medline/xml/PMC4600408.xml	mTOR	72258 : 72262	CM	4E-BP1, and disrupts the mTOR–RAPTOR interaction [326]
./___Corpus/Medline/xml/PMC4600408.xml	curcumin	72330 : 72338	CM	ke other phytochemicals, curcumin has a range of pleiotrop
./___Corpus/Medline/xml/PMC4600408.xml	anti-	72462 : 72467	CPR	y of a range of pro- and anti-apoptotic proteins as wel
./___Corpus/Medline/xml/PMC4600408.xml	c-Myc	72535 : 72540	CM	gulatory factors such as c-Myc and the p53 family [324]
./___Corpus/Medline/xml/PMC4600408.xml	p53	72549 : 72552	CM	rs such as c-Myc and the p53 family [324]. In additio
./___Corpus/Medline/xml/PMC4600408.xml	mTOR	72597 : 72601	CM	dition to its effects on mTOR, curcumin modulates addi
./___Corpus/Medline/xml/PMC4600408.xml	curcumin	72603 : 72611	CM	 to its effects on mTOR, curcumin modulates additional cel
./___Corpus/Medline/xml/PMC4600408.xml	JAK-STAT	72662 : 72670	CM	ular pathways, including JAK-STAT, NF-κB, and MAPK, that i
./___Corpus/Medline/xml/PMC4600408.xml	NF-κB	72672 : 72677	CM	ays, including JAK-STAT, NF-κB, and MAPK, that impact t
./___Corpus/Medline/xml/PMC4600408.xml	MAPK	72683 : 72687	CM	ing JAK-STAT, NF-κB, and MAPK, that impact telomerase 
./___Corpus/Medline/xml/PMC4600408.xml	curcumin	72784 : 72792	CM	 In breast cancer cells, curcumin down-regulation of the l
./___Corpus/Medline/xml/PMC4600408.xml	NFkB	72830 : 72834	CM	ion of the levels of the NFkB transcription factor has
./___Corpus/Medline/xml/PMC4600408.xml	hTERT	72887 : 72892	CM	en proposed to attenuate hTERT expression [330]. In lun
./___Corpus/Medline/xml/PMC4600408.xml	curcumin	72933 : 72941	CM	]. In lung cancer cells, curcumin stimulates the level of 
./___Corpus/Medline/xml/PMC4600408.xml	oxygen	72975 : 72981	CM	es the level of reactive oxygen species, which triggers 
./___Corpus/Medline/xml/PMC4600408.xml	Sp1	73040 : 73043	CM	asome degradation of the Sp1 transcription factor lea
./___Corpus/Medline/xml/PMC4600408.xml	hTERT	73088 : 73093	CM	r leading to the loss of hTERT gene expression [331]. C
./___Corpus/Medline/xml/PMC4600408.xml	Curcumin	73117 : 73125	CM	T gene expression [331]. Curcumin exposure was also shown 
./___Corpus/Medline/xml/PMC4600408.xml	hTERT	73192 : 73197	CM	cytoplasmic retention of hTERT protein by causing disso
./___Corpus/Medline/xml/PMC4600408.xml	hTERT	73233 : 73238	CM	 causing dissociation of hTERT from its chaperone p23 [
./___Corpus/Medline/xml/PMC4600408.xml	Resveratrol	73269 : 73280	CM	its chaperone p23 [325]. Resveratrol, another natural phenol 
./___Corpus/Medline/xml/PMC4600408.xml	phenol	73298 : 73304	CM	eratrol, another natural phenol produced in many plants 
./___Corpus/Medline/xml/PMC4600408.xml	hTERT	73374 : 73379	CM	s been found to decrease hTERT protein levels and inhib
./___Corpus/Medline/xml/PMC4600408.xml	curcumin	73460 : 73468	CM	333]. The combination of curcumin and resveratrol reduced 
./___Corpus/Medline/xml/PMC4600408.xml	resveratrol	73473 : 73484	CM	bination of curcumin and resveratrol reduced cancer incidence
./___Corpus/Medline/xml/PMC4600408.xml	PTEN	73513 : 73517	CM	uced cancer incidence in PTEN knockout mice [334]. EGC
./___Corpus/Medline/xml/PMC4600408.xml	EGCG	73539 : 73543	CM	TEN knockout mice [334]. EGCG is similar to curcumin i
./___Corpus/Medline/xml/PMC4600408.xml	curcumin	73558 : 73566	CM	334]. EGCG is similar to curcumin in that it was found to 
./___Corpus/Medline/xml/PMC4600408.xml	JAK	73646 : 73649	CM	gnaling pathways such as JAK/STAT, MAPK, and PI3K/Akt
./___Corpus/Medline/xml/PMC4600408.xml	STAT	73650 : 73654	CM	ing pathways such as JAK/STAT, MAPK, and PI3K/Akt/mTOR
./___Corpus/Medline/xml/PMC4600408.xml	MAPK	73656 : 73660	CM	thways such as JAK/STAT, MAPK, and PI3K/Akt/mTOR [335]
./___Corpus/Medline/xml/PMC4600408.xml	PI3K	73666 : 73670	CM	h as JAK/STAT, MAPK, and PI3K/Akt/mTOR [335]. EGCG dow
./___Corpus/Medline/xml/PMC4600408.xml	mTOR	73675 : 73679	CM	STAT, MAPK, and PI3K/Akt/mTOR [335]. EGCG down-regulat
./___Corpus/Medline/xml/PMC4600408.xml	EGCG	73687 : 73691	CM	and PI3K/Akt/mTOR [335]. EGCG down-regulated telomeras
./___Corpus/Medline/xml/PMC4600408.xml	indole-3-carbinol	73936 : 73953	CM	atory properties include indole-3-carbinol, a naturally occurring h
./___Corpus/Medline/xml/PMC4600408.xml	hydrolysis	73977 : 73987	RN	l, a naturally occurring hydrolysis product of glucobrassici
./___Corpus/Medline/xml/PMC4600408.xml	glucobrassicin	73999 : 74013	CM	ng hydrolysis product of glucobrassicin, and the dietary isothio
